,Unnamed: 0,price,Address,Total_sqft,latitude,longitude,BHK,Bathrooms
120,3998,3500000.0,"Eta 2, Greater Noida, Delhi NCR",995.0,28.49544,77.536555,3.0,2.0
121,4530,4700000.0,"Eta 2, Greater Noida, Delhi NCR",1399.0,28.49544,77.536555,3.0,3.0
122,5142,4300000.0,"Eta 2, Greater Noida, Delhi NCR",1195.0,28.498557,77.5426504561929,2.0,2.0
123,7647,6000000.0,"Eta 2, Greater Noida, Delhi NCR",1875.0,28.498557,77.5426504561929,3.0,3.0
124,710,3540000.0,"Govindpuram, Ghaziabad, Delhi NCR",1025.0,28.687809,77.478751,2.0,2.0
125,2095,4000000.0,"Govindpuram, Ghaziabad, Delhi NCR",1090.0,28.678905,77.4852975294575,2.0,2.0
126,2694,3329999.9999999995,"Govindpuram, Ghaziabad, Delhi NCR",985.0,28.6896453,77.4933302,2.0,2.0
127,3546,3200000.0,"Govindpuram, Ghaziabad, Delhi NCR",1000.0,28.6896453,77.4933302,2.0,2.0
128,3927,4300000.0,"Govindpuram, Ghaziabad, Delhi NCR",1405.0,28.6896453,77.4933302,3.0,2.0
129,4223,3800000.0,"Govindpuram, Ghaziabad, Delhi NCR",1020.0,28.678905,77.4852975294575,2.0,2.0
130,5203,3600000.0,"Govindpuram, Ghaziabad, Delhi NCR",1025.0,28.6896453,77.4933302,2.0,2.0
131,5293,4000000.0,"Govindpuram, Ghaziabad, Delhi NCR",1240.0,28.6896453,77.4933302,2.0,2.0
132,5386,3500000.0,"Govindpuram, Ghaziabad, Delhi NCR",1125.0,28.6896453,77.4933302,3.0,3.0
133,5715,5400000.0,"Govindpuram, Ghaziabad, Delhi NCR",1575.0,28.6896453,77.4933302,3.0,2.0
134,5764,2200000.0,"Govindpuram, Ghaziabad, Delhi NCR",700.0,28.6896453,77.4933302,2.0,2.0
135,536,4100000.0,"Greater Noida West, Greater Noida, Delhi NCR",1035.0,28.603156,77.450278,2.0,2.0
136,879,4800000.0,"Greater Noida West, Greater Noida, Delhi NCR",1245.0,28.606945,77.455578568448,3.0,2.0
137,925,3200000.0,"Greater Noida West, Greater Noida, Delhi NCR",875.0,28.606945,77.455578568448,2.0,2.0
138,1000,4900000.0,"Greater Noida West, Greater Noida, Delhi NCR",1200.0,28.60595893859864,77.44451141357422,2.0,2.0
139,1056,3140000.0,"Greater Noida West, Greater Noida, Delhi NCR",835.0,28.5906688976436,77.4578626522875,2.0,2.0
140,1121,4000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1050.0,28.610849,77.456875,2.0,2.0
141,1128,4100000.0,"Greater Noida West, Greater Noida, Delhi NCR",1025.0,28.57223,77.474898,2.0,2.0
142,1471,3400000.0,"Greater Noida West, Greater Noida, Delhi NCR",845.0,28.60483,77.434908,2.0,2.0
143,1770,6000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1544.0,28.6178251468794,77.4242693207998,3.0,2.0
144,1803,5100000.0,"Greater Noida West, Greater Noida, Delhi NCR",1356.0,28.605958,77.444512,3.0,3.0
145,1956,3500000.0,"Greater Noida West, Greater Noida, Delhi NCR",995.0,28.5145122108668,77.5220350924981,2.0,2.0
146,2066,4500000.0,"Greater Noida West, Greater Noida, Delhi NCR",1224.0,28.60595893859864,77.44451141357422,2.0,2.0
147,2215,5350000.0,"Greater Noida West, Greater Noida, Delhi NCR",1300.0,28.60483,77.434908,3.0,2.0
148,2327,3400000.0,"Greater Noida West, Greater Noida, Delhi NCR",835.0,28.609898,77.436343,2.0,2.0
149,2507,7000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1800.0,28.605958,77.444512,4.0,4.0
150,2825,4600000.0,"Greater Noida West, Greater Noida, Delhi NCR",1080.0,28.605958,77.444512,2.0,2.0
151,2968,4000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1106.0,28.5827632997497,77.4412209176754,2.0,2.0
152,3014,3600000.0,"Greater Noida West, Greater Noida, Delhi NCR",995.0,28.606945,77.455578568448,2.0,2.0
153,3305,3900000.0,"Greater Noida West, Greater Noida, Delhi NCR",900.0,28.606945,77.455578568448,2.0,2.0
154,3357,4800000.0,"Greater Noida West, Greater Noida, Delhi NCR",1225.0,28.605958,77.444512,2.0,2.0
155,3456,3800000.0,"Greater Noida West, Greater Noida, Delhi NCR",910.0,28.605958,77.444512,2.0,2.0
156,3662,4600000.0,"Greater Noida West, Greater Noida, Delhi NCR",1245.0,28.606945,77.455578568448,3.0,2.0
157,3671,7000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1880.0,28.60483,77.434908,4.0,3.0
158,3672,6200000.0,"Greater Noida West, Greater Noida, Delhi NCR",1670.0,28.579593,77.445197,3.0,3.0
159,3717,4500000.0,"Greater Noida West, Greater Noida, Delhi NCR",1095.0,28.605958,77.444512,2.0,2.0
160,3728,4450000.0,"Greater Noida West, Greater Noida, Delhi NCR",1175.0,28.6135625826237,77.4436160798884,3.0,2.0
161,3733,4000000.0,"Greater Noida West, Greater Noida, Delhi NCR",975.0,28.561653,77.484242,2.0,2.0
162,4021,3700000.0,"Greater Noida West, Greater Noida, Delhi NCR",995.0,28.606945,77.455578568448,2.0,2.0
163,4027,8500000.0,"Greater Noida West, Greater Noida, Delhi NCR",1990.0,28.583929,77.40663,4.0,4.0
164,4060,4890000.0,"Greater Noida West, Greater Noida, Delhi NCR",1175.0,28.61093521118164,77.42949676513672,2.0,2.0
165,4160,4000000.0,"Greater Noida West, Greater Noida, Delhi NCR",945.0,28.609898,77.436343,2.0,2.0
166,4220,4300000.0,"Greater Noida West, Greater Noida, Delhi NCR",1025.0,28.57223,77.474898,2.0,2.0
167,4293,4200000.0,"Greater Noida West, Greater Noida, Delhi NCR",1025.0,28.57223,77.474898,2.0,2.0
168,4340,9400000.0,"Greater Noida West, Greater Noida, Delhi NCR",2200.0,28.605958,77.444512,4.0,4.0
169,4375,3600000.0,"Greater Noida West, Greater Noida, Delhi NCR",975.0,28.5794921540753,77.438215,2.0,2.0
170,4475,6000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1425.0,28.609898,77.436343,3.0,3.0
171,4491,5800000.0,"Greater Noida West, Greater Noida, Delhi NCR",1430.0,28.603156,77.450278,3.0,2.0
172,4619,5600000.0,"Greater Noida West, Greater Noida, Delhi NCR",1400.0,28.57223,77.474898,3.0,3.0
173,4643,6000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1543.0,28.605958,77.444512,3.0,3.0
174,4669,4000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1075.0,28.60483,77.434908,2.0,2.0
175,4954,5200000.0,"Greater Noida West, Greater Noida, Delhi NCR",1220.0,28.633148,77.371138,3.0,2.0
176,4976,4700000.0,"Greater Noida West, Greater Noida, Delhi NCR",1090.0,28.605958,77.444512,3.0,2.0
177,5273,4300000.0,"Greater Noida West, Greater Noida, Delhi NCR",1155.0,28.605958,77.444512,2.0,2.0
178,5286,4000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1040.0,28.606945,77.455578568448,2.0,2.0
179,5388,4600000.0,"Greater Noida West, Greater Noida, Delhi NCR",1245.0,28.606945,77.455578568448,3.0,2.0
180,5419,3900000.0,"Greater Noida West, Greater Noida, Delhi NCR",1040.0,28.605958,77.444512,2.0,2.0
181,5422,4600000.0,"Greater Noida West, Greater Noida, Delhi NCR",1090.0,28.60595893859864,77.44451141357422,2.0,2.0
182,5423,4600000.0,"Greater Noida West, Greater Noida, Delhi NCR",1195.0,28.605958,77.444512,2.0,2.0
183,5552,4500000.0,"Greater Noida West, Greater Noida, Delhi NCR",1060.0,28.608273,77.446404,2.0,2.0
184,5562,5200000.0,"Greater Noida West, Greater Noida, Delhi NCR",1444.0,28.605958,77.444512,3.0,2.0
185,5750,4600000.0,"Greater Noida West, Greater Noida, Delhi NCR",1225.0,28.606945,77.455578568448,3.0,2.0
186,5917,3200000.0,"Greater Noida West, Greater Noida, Delhi NCR",860.0,28.605958,77.444512,2.0,2.0
187,5978,4400000.0,"Greater Noida West, Greater Noida, Delhi NCR",1055.0,28.605958,77.444512,2.0,2.0
188,6011,5800000.0,"Greater Noida West, Greater Noida, Delhi NCR",1490.0,28.472251892089844,77.46923065185547,3.0,3.0
189,6016,4250000.0,"Greater Noida West, Greater Noida, Delhi NCR",1060.0,28.60483,77.434908,2.0,2.0
190,6027,3350000.0,"Greater Noida West, Greater Noida, Delhi NCR",845.0,28.60483,77.434908,2.0,2.0
191,6060,4800000.0,"Greater Noida West, Greater Noida, Delhi NCR",1105.0,28.60483,77.434908,2.0,2.0
192,6128,4500000.0,"Greater Noida West, Greater Noida, Delhi NCR",1106.0,28.605958,77.444512,2.0,2.0
193,6193,4500000.0,"Greater Noida West, Greater Noida, Delhi NCR",1193.0,28.5668164323845,77.4477516140113,2.0,3.0
194,6336,3200000.0,"Greater Noida West, Greater Noida, Delhi NCR",850.0,28.5715024536977,77.4743400338994,2.0,2.0
195,6419,9200000.0,"Greater Noida West, Greater Noida, Delhi NCR",2400.0,28.605958,77.444512,4.0,3.0
196,6531,4400000.0,"Greater Noida West, Greater Noida, Delhi NCR",1100.0,28.564487,77.448204,2.0,2.0
197,6887,4380000.0,"Greater Noida West, Greater Noida, Delhi NCR",1152.0,28.601084,77.446934,3.0,2.0
198,7334,5500000.0,"Greater Noida West, Greater Noida, Delhi NCR",1440.0,28.5794921540753,77.438215,3.0,2.0
199,7363,5100000.0,"Greater Noida West, Greater Noida, Delhi NCR",1285.0,28.579593,77.445197,3.0,2.0
200,7500,6200000.0,"Greater Noida West, Greater Noida, Delhi NCR",1500.0,28.606945,77.455578568448,3.0,3.0
201,7535,5000000.0,"Greater Noida West, Greater Noida, Delhi NCR",1225.0,28.606945,77.455578568448,3.0,2.0
202,7617,3100000.0,"Greater Noida West, Greater Noida, Delhi NCR",770.0,28.5794921540753,77.438215,2.0,2.0
203,1705,3800000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",995.0,28.606945,77.455578568448,2.0,2.0
204,4101,4200000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1140.0,28.606945,77.455578568448,3.0,2.0
205,4231,5750000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1450.0,28.591244,77.43118,3.0,2.0
206,4760,3900000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",985.0,28.60483,77.434908,2.0,2.0
207,4952,5000000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1220.0,28.633148,77.371138,3.0,2.0
208,5654,5500000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1342.0,28.6047784609589,77.45191,2.0,2.0
209,5999,4000000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1025.0,28.57223,77.474898,2.0,2.0
210,6849,4100000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1150.0,28.605958,77.444512,2.0,2.0
211,6854,4250000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1120.0,28.602425,77.465398,2.0,2.0
212,7713,5000000.0,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1245.0,28.606945,77.455578568448,3.0,3.0
213,11,7700000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1250.0,28.436305,77.13605,2.0,2.0
214,48,5600000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",929.0,28.436305,77.13605,2.0,2.0
215,317,7700000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1380.0,28.436305,77.13605,2.0,2.0
216,1255,7000000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1097.0,28.436305,77.13605,2.0,2.0
217,2269,8700000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1500.0,28.4588712,77.1197711,3.0,3.0
218,4990,6900000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1097.0,28.436305,77.13605,2.0,2.0
219,7131,7350000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1300.0,28.436305,77.13605,3.0,2.0
220,235,4200000.0,"Gyan Khand 1, Ghaziabad, Delhi NCR",800.0,28.641779,77.3502969,2.0,2.0
221,3870,9900000.0,"Gyan Khand 1, Ghaziabad, Delhi NCR",1883.0,28.641206,77.349999,4.0,3.0
222,4259,3800000.0,"Gyan Khand 1, Ghaziabad, Delhi NCR",800.0,28.64177894592285,77.35029602050781,2.0,2.0
223,4306,5100000.0,"Gyan Khand 1, Ghaziabad, Delhi NCR",1100.0,28.641779,77.3502969,2.0,2.0
224,4609,8500000.0,"Gyan Khand 1, Ghaziabad, Delhi NCR",1650.0,28.641779,77.3502969,3.0,3.0
